map marker HA412_chr HA412_pos other_map_chr other_map_pos haploblock
petmap1 HanXRQChr17_4693729 A17 3958237 P17 8.33511848524559 1
petmap1 HanXRQChr17_4693690 A17 3958276 P17 8.51916471204251 1
petmap1 HanXRQChr17_6842630 A17 4746105 P17 10.4460075693717 1
petmap1 HanXRQChr17_6842863 A17 4745872 P17 10.4460075693717 1
petmap1 HanXRQChr17_6842780 A17 4745955 P17 10.4460075693717 1
petmap1 HanXRQChr17_7321389 A17 5249093 P17 11.3659555568974 1
petmap1 HanXRQChr17_7369556 A17 5200194 P17 11.3659555568974 1
petmap1 HanXRQChr17_7841774 A17 5604733 P17 12.2515110674257 1
petmap1 HanXRQChr17_7326272 A17 5244210 P17 12.2515110674257 1
petmap1 HanXRQChr17_7326205 A17 5244277 P17 13.1413739802522 1
petmap1 HanXRQChr17_8955023 A17 5862970 P17 14.9108396994846 1
petmap1 HanXRQChr17_7641625 A17 5399406 P17 14.9108396994846 1
petmap1 HanXRQChr07_78570874 A17 6946842 P17 17.5679056233004 1
petmap1 HanXRQChr17_11673043 A17 9332723 P17 20.2252720907701 1
petmap1 HanXRQChr17_25618083 A17 21953686 P17 21.9699147866495 0
petmap1 HanXRQChr17_26436263 A17 22333432 P17 21.9699147866495 0
petmap1 HanXRQChr17_17074081 A17 13317866 P17 26.4020156767186 0
petmap1 HanXRQChr17_17074119 A17 13317904 P17 26.4020156767186 0
petmap1 HanXRQChr17_23791722 A17 19674937 P17 28.2035805072947 0
petmap1 HanXRQChr17_17068029 A17 13311566 P17 28.2035805072947 0
petmap1 HanXRQChr17_14161750 A17 11475833 P17 28.2035805072947 1
petmap1 HanXRQChr17_19176988 A17 14446710 P17 28.2035805072947 0
petmap1 HanXRQChr17_21353861 A17 16927296 P17 28.2035805072947 0
petmap1 HanXRQChr17_21353877 A17 16927280 P17 28.2035805072947 0
petmap1 HanXRQChr17_20335763 A17 15621311 P17 28.2035805072947 0
petmap1 HanXRQChr17_22947511 A17 18023128 P17 29.0886286835676 0
petmap1 HanXRQChr17_22947537 A17 18023102 P17 29.0886286835676 0
petmap1 HanXRQChr17_19068495 A17 14319759 P17 31.1069334961481 0
petmap1 HanXRQChr17_32881714 A17 27006381 P17 32.6584912969486 1
petmap1 HanXRQChr17_28314134 A17 24168004 P17 32.6584912969486 1
petmap1 HanXRQChr17_11672755 A17 9333011 P17 20.2252720907701 1
petmap1 HanXRQChr17_7171382 A17 4879912 P17 10.4460075693717 1
petmap1 HanXRQChr17_7321441 A17 5249041 P17 11.3659555568974 1
petmap1 HanXRQChr03_128485059 A17 28841028 P17 32.6584912969486 1
petmap1 HanXRQChr03_128485115 A17 28840972 P17 32.6584912969486 1
petmap1 HanXRQChr17_32882058 A17 27006037 P17 32.6584912969486 1
petmap1 HanXRQChr17_4693692 A17 3958274 P17 8.51916471204251 1
petmap1 HanXRQChr17_4696085 A17 3955881 P17 8.51916471204251 1
petmap1 HanXRQChr17_4696116 A17 3955850 P17 8.51916471204251 1
petmap1 HanXRQChr17_4696136 A17 3955830 P17 8.51916471204251 1
petmap1 HanXRQChr07_78570877 A17 6946845 P17 17.5679056233004 1
petmap1 HanXRQChr07_78570967 A17 6946935 P17 17.5679056233004 1
petmap1 HanXRQChr07_78570972 A17 6946940 P17 17.5679056233004 1
petmap1 HanXRQChr07_78570983 A17 6946951 P17 17.5679056233004 1
petmap1 HanXRQChr17_25419982 A17 22153803 P17 20.2252720907701 0
petmap1 HanXRQChr17_11672757 A17 9333009 P17 20.2252720907701 1
petmap1 HanXRQChr17_11672808 A17 9332958 P17 20.2252720907701 1
petmap1 HanXRQChr17_28487688 A17 23758048 P17 32.6584912969486 1
petmap1 HanXRQChr17_28487707 A17 23758067 P17 32.6584912969486 1
petmap1 HanXRQChr17_6842675 A17 4746060 P17 10.4460075693717 1
petmap1 HanXRQChr17_7171108 A17 4880186 P17 10.4460075693717 1
petmap1 HanXRQChr17_7171377 A17 4879917 P17 10.4460075693717 1
petmap1 HanXRQChr17_7171397 A17 4879897 P17 10.4460075693717 1
petmap1 HanXRQChr17_7171404 A17 4879890 P17 10.4460075693717 1
petmap1 HanXRQChr17_7176660 A17 4874619 P17 10.4460075693717 1
petmap1 HanXRQChr17_7176710 A17 4874569 P17 10.4460075693717 1
petmap1 HanXRQChr17_6842873 A17 4745862 P17 10.4460075693717 1
petmap1 HanXRQChr17_7171106 A17 4880188 P17 10.4460075693717 1
petmap1 HanXRQChr17_7171390 A17 4879904 P17 10.4460075693717 1
petmap1 HanXRQChr17_7176646 A17 4874633 P17 10.4460075693717 1
petmap1 HanXRQChr17_7176673 A17 4874606 P17 10.4460075693717 1
petmap1 HanXRQChr17_7321460 A17 5249022 P17 11.3659555568974 1
petmap1 HanXRQChr17_7321463 A17 5249019 P17 11.3659555568974 1
petmap1 HanXRQChr17_7325800 A17 5244682 P17 11.3659555568974 1
petmap1 HanXRQChr17_7369683 A17 5200067 P17 11.3659555568974 1
petmap1 HanXRQChr17_7369685 A17 5200065 P17 11.3659555568974 1
petmap1 HanXRQChr17_7369723 A17 5200027 P17 11.3659555568974 1
petmap1 HanXRQChr17_7641509 A17 5399290 P17 11.3659555568974 1
petmap1 HanXRQChr17_7641529 A17 5399310 P17 11.3659555568974 1
petmap1 HanXRQChr17_7641588 A17 5399369 P17 11.3659555568974 1
petmap1 HanXRQChr17_7641631 A17 5399412 P17 11.3659555568974 1
petmap1 HanXRQChr17_8955008 A17 5862985 P17 11.3659555568974 1
petmap1 HanXRQChr17_7321462 A17 5249020 P17 11.3659555568974 1
petmap1 HanXRQChr17_7321511 A17 5248971 P17 11.3659555568974 1
petmap1 HanXRQChr17_7325890 A17 5244592 P17 11.3659555568974 1
petmap1 HanXRQChr17_7326618 A17 5243864 P17 11.3659555568974 1
petmap1 HanXRQChr17_7326651 A17 5243831 P17 11.3659555568974 1
petmap1 HanXRQChr17_7326881 A17 5243601 P17 11.3659555568974 1
petmap1 HanXRQChr17_7326882 A17 5243600 P17 11.3659555568974 1
petmap1 HanXRQChr17_7330060 A17 5240422 P17 11.3659555568974 1
petmap1 HanXRQChr17_7330083 A17 5240399 P17 11.3659555568974 1
petmap1 HanXRQChr17_7330113 A17 5240369 P17 11.3659555568974 1
petmap1 HanXRQChr17_7369702 A17 5200048 P17 11.3659555568974 1
petmap1 HanXRQChr17_7841985 A17 5604944 P17 11.3659555568974 1
petmap1 HanXRQChr17_7841828 A17 5604787 P17 12.2515110674257 1
petmap1 HanXRQChr17_11673036 A17 9332730 P17 20.2252720907701 1
petmap1 HanXRQChr17_11673037 A17 9332729 P17 20.2252720907701 1
petmap1 HanXRQChr17_11673052 A17 9332714 P17 20.2252720907701 1
petmap1 HanXRQChr17_14161753 A17 11475830 P17 28.2035805072947 1
petmap1 HanXRQChr17_14161754 A17 11475829 P17 28.2035805072947 1
petmap1 HanXRQChr17_14161759 A17 11475824 P17 28.2035805072947 1
petmap1 HanXRQChr17_14161761 A17 11475822 P17 28.2035805072947 1
