map marker HA412_chr HA412_pos other_map_chr other_map_pos haploblock
petmap1 HanXRQChr05_209220119 A05 181077954 P05 96.3023039288491 1
petmap1 HanXRQChr05_208123952 A05 180867850 P05 96.3023039288491 0
petmap1 HanXRQChr05_209052807 A05 181264346 P05 95.323955295376 1
petmap1 HanXRQChr05_212083874 A05 183147995 P05 93.5519296672809 0
petmap1 HanXRQChr05_208804674 A05 181622518 P05 92.6685146458202 1
petmap1 HanXRQChr05_208804516 A05 181622676 P05 92.6685146458202 1
petmap1 HanXRQChr05_212264313 A05 182887280 P05 92.6685146458202 0
petmap1 HanXRQChr05_214601511 A05 184641483 P05 92.6685146458202 0
petmap1 HanXRQChr05_205325146 A05 178477748 P05 85.5468416921869 0
petmap1 HanXRQChr05_215718951 A05 185482621 P05 85.5468416921869 0
petmap1 HanXRQChr05_215718924 A05 185482648 P05 84.5686821566054 0
petmap1 HanXRQChr05_215718953 A05 185482619 P05 84.5686821566054 0
petmap1 HanXRQChr05_216256932 A05 185706126 P05 84.5686821566054 0
petmap1 HanXRQChr05_204676733 A05 177593469 P05 84.5686821566054 0
petmap1 HanXRQChr05_205325126 A05 178477768 P05 83.595187996356 0
petmap1 HanXRQChr05_205539165 A05 178152044 P05 83.595187996356 0
petmap1 HanXRQChr05_205539132 A05 178152077 P05 83.595187996356 0
petmap1 HanXRQChr05_205540286 A05 178150923 P05 83.595187996356 0
petmap1 HanXRQChr05_205267690 A05 178520524 P05 82.7096363689265 0
petmap1 HanXRQChr05_206937667 A05 179709538 P05 81.8235893160482 0
petmap1 HanXRQChr05_206937924 A05 179709281 P05 81.8235893160482 0
petmap1 HanXRQChr05_198389076 A05 173506316 P05 79.1651507048853 0
petmap1 HanXRQChr05_194380807 A05 176035616 P05 79.1651507048853 0
petmap1 HanXRQChr05_198389002 A05 173506359 P05 79.1651507048853 0
petmap1 HanXRQChr05_198388973 A05 173506388 P05 79.1651507048853 0
petmap1 HanXRQChr05_189848371 A05 164928768 P05 78.2792085144189 0
petmap1 HanXRQChr05_183800389 A05 167510633 P05 78.2792085144189 0
petmap1 HanXRQChr05_182723441 A05 169938548 P05 78.2792085144189 0
petmap1 HanXRQChr05_187591916 A05 170095156 P05 78.2792085144189 0
petmap1 HanXRQChr05_187591994 A05 170094808 P05 76.4815669683764 0
petmap1 HanXRQChr05_187591977 A05 170095095 P05 74.6940511160876 0
petmap1 HanXRQChr05_182723362 A05 169938626 P05 73.8071541545372 0
petmap1 HanXRQChr05_182723477 A05 169938512 P05 73.8071541545372 0
petmap1 HanXRQChr05_182723460 A05 169938529 P05 73.8071541545372 0
petmap1 HanXRQChr05_187579638 A05 170104148 P05 73.8071541545372 0
petmap1 HanXRQChr05_187579625 A05 170104161 P05 73.4034372247803 0
petmap1 HanXRQChr05_200331028 A05 162848046 P05 72.0326590485734 0
petmap1 HanXRQChr05_184152561 A05 157799944 P05 69.374485774569 0
petmap1 HanXRQChr05_184249197 A05 157863331 P05 69.374485774569 0
petmap1 HanXRQChr05_199618232 A05 156760748 P05 67.6038344603537 1
petmap1 HanXRQChr05_199618236 A05 156760752 P05 67.6038344603537 1
petmap1 HanXRQChr05_199296291 A05 156348078 P05 64.1045893078763 0
petmap1 HanXRQChr05_182673419 A05 155696610 P05 64.1045893078763 0
petmap1 HanXRQChr05_199230010 A05 156273283 P05 64.1045893078763 0
petmap1 HanXRQChr05_192810734 A05 154759295 P05 62.9720410610921 1
petmap1 HanXRQChr05_159045775 A05 153287356 P05 62.0869928848192 1
petmap1 HanXRQChr05_169588050 A05 152570344 P05 62.0869928848192 1
petmap1 HanXRQChr05_169588138 A05 152570256 P05 62.0869928848192 1
petmap1 HanXRQChr05_169566431 A05 152632441 P05 60.8669989227874 1
petmap1 HanXRQChr13_161719514 A05 147662218 P05 58.4934559173044 1
petmap1 HanXRQChr05_172038543 A05 150300113 P05 58.4934559173044 1
petmap1 HanXRQChr05_165567507 A05 140939736 P05 48.1146108312235 1
petmap1 HanXRQChr05_165567484 A05 140939713 P05 48.1146108312235 1
petmap1 HanXRQChr05_165567442 A05 140939671 P05 48.1146108312235 1
petmap1 HanXRQChr05_166743114 A05 144175223 P05 42.8011248176694 1
petmap1 HanXRQChr05_166743123 A05 144175214 P05 41.9149403748103 1
petmap1 HanXRQChr05_168824577 A05 145185148 P05 41.9149403748103 1
petmap1 HanXRQChr05_167669003 A05 143128528 P05 41.9149403748103 1
petmap1 HanXRQChr05_167668948 A05 143128583 P05 41.9149403748103 1
petmap1 HanXRQChr05_167299112 A05 143577129 P05 40.144289060595 1
petmap1 HanXRQChr05_167299105 A05 143577136 P05 40.144289060595 1
petmap1 HanXRQChr02_169026075 A05 146128547 P05 41.9149403748103 1
petmap1 HanXRQChr05_165567465 A05 140939694 P05 48.1146108312235 1
petmap1 HanXRQChr05_169940607 A05 154539864 P05 62.9720410610921 1
petmap1 HanXRQChr05_199310283 A05 156382460 P05 64.1045893078763 0
petmap1 HanXRQChr05_199618055 A05 156760568 P05 69.374485774569 1
petmap1 HanXRQChr05_184921878 A05 173148143 P05 78.2792085144189 0
petmap1 HanXRQChr05_205267697 A05 178520517 P05 82.7096363689265 0
petmap1 HanXRQChr05_208804513 A05 181622679 P05 92.6685146458202 1
petmap1 HanXRQChr05_208123987 A05 180867815 P05 96.3023039288491 0
petmap1 HanXRQChr05_208533298 A05 181022902 P05 96.3023039288491 1
petmap1 HanXRQChr02_169025677 A05 146128946 P05 41.9149403748103 1
petmap1 HanXRQChr02_169025714 A05 146128909 P05 41.9149403748103 1
petmap1 HanXRQChr02_169025921 A05 146128701 P05 41.9149403748103 1
petmap1 HanXRQChr02_169025952 A05 146128670 P05 41.9149403748103 1
petmap1 HanXRQChr05_168824542 A05 145185113 P05 41.9149403748103 1
petmap1 HanXRQChr05_168824553 A05 145185124 P05 41.9149403748103 1
petmap1 HanXRQChr05_166743601 A05 144174736 P05 41.9149403748103 1
petmap1 HanXRQChr05_166743637 A05 144174700 P05 41.9149403748103 1
petmap1 HanXRQChr05_167102652 A05 143808688 P05 41.9149403748103 1
petmap1 HanXRQChr05_167668908 A05 143128623 P05 41.9149403748103 1
petmap1 HanXRQChr05_168849799 A05 145252992 P05 41.9149403748103 1
petmap1 HanXRQChr05_168849834 A05 145253027 P05 41.9149403748103 1
petmap1 HanXRQChr05_168849849 A05 145253042 P05 41.9149403748103 1
petmap1 HanXRQChr12_63831574 A05 146128698 P05 41.9149403748103 1
petmap1 HanXRQChr12_63831602 A05 146128671 P05 41.9149403748103 1
petmap1 HanXRQChr12_63831625 A05 146128647 P05 41.9149403748103 1
petmap1 HanXRQChr05_172102214 A05 150407425 P05 58.4934559173044 1
petmap1 HanXRQChr05_172255512 A05 150577310 P05 58.4934559173044 1
petmap1 HanXRQChr05_167668921 A05 143128610 P05 41.9149403748103 1
petmap1 HanXRQChr05_159045809 A05 153287322 P05 62.0869928848192 1
petmap1 HanXRQChr05_169171106 A05 153100135 P05 62.0869928848192 1
petmap1 HanXRQChr05_169566504 A05 152632369 P05 62.0869928848192 1
petmap1 HanXRQChr05_169588148 A05 152570246 P05 62.0869928848192 1
petmap1 HanXRQChr05_169588162 A05 152570232 P05 62.0869928848192 1
petmap1 HanXRQChr05_165567524 A05 140939753 P05 48.1146108312235 1
petmap1 HanXRQChr05_165567698 A05 140939927 P05 48.1146108312235 1
petmap1 HanXRQChr05_167299110 A05 143577131 P05 40.144289060595 1
petmap1 HanXRQChr05_168824579 A05 145185150 P05 41.9149403748103 1
petmap1 HanXRQChr05_172038608 A05 150300178 P05 58.4934559173044 1
petmap1 HanXRQChr05_172038631 A05 150300198 P05 58.4934559173044 1
petmap1 HanXRQChr05_172038665 A05 150300231 P05 58.4934559173044 1
petmap1 HanXRQChr05_172038690 A05 150300256 P05 58.4934559173044 1
petmap1 HanXRQChr05_172038728 A05 150300294 P05 58.4934559173044 1
petmap1 HanXRQChr05_172038750 A05 150300316 P05 58.4934559173044 1
petmap1 HanXRQChr05_172102240 A05 150407451 P05 58.4934559173044 1
petmap1 HanXRQChr05_172102262 A05 150407473 P05 58.4934559173044 1
petmap1 HanXRQChr05_172255538 A05 150577336 P05 58.4934559173044 1
