map marker HA412_chr HA412_pos other_map_chr other_map_pos haploblock
petmap1 HanXRQChr09_209174356 A11 80017637 P11 64.6954249799022 1
petmap1 HanXRQChr11_97330364 A11 63273242 P11 53.8689901394011 0
petmap1 HanXRQChr11_100966554 A11 72344857 P11 53.8689901394011 1
petmap1 HanXRQChr04_154028888 A11 67347898 P11 51.166995808578 1
petmap1 HanXRQChr09_209174308 A11 80017589 P11 51.166995808578 1
petmap1 HanXRQChr04_154025652 A11 67351122 P11 49.3587809736325 1
petmap1 HanXRQChr16_83833022 A11 60598121 P11 45.8293768394281 0
petmap1 HanXRQChr01_124776505 A11 58221161 P11 45.8293768394281 0
petmap1 HanXRQChr01_124776569 A11 58221097 P11 44.0818769383193 0
petmap1 HanXRQChr01_124776386 A11 58221280 P11 41.9660955929726 0
petmap1 HanXRQChr01_125083395 A11 57884554 P11 41.3259584170772 0
petmap1 HanXRQChr11_84359242 A11 56267564 P11 41.3259584170772 0
petmap1 HanXRQChr05_212937469 A11 36717260 P11 41.3259584170772 0
petmap1 HanXRQChr11_60969850 A11 36316355 P11 41.3259584170772 0
petmap1 HanXRQChr15_23920591 A11 39286867 P11 39.8149585773587 0
petmap1 HanXRQChr17_46167613 A11 38436884 P11 39.8149585773587 0
petmap1 HanXRQChr11_64794867 A11 41206135 P11 39.8149585773587 0
petmap1 HanXRQChr11_72138796 A11 44175883 P11 38.0329501487377 0
petmap1 HanXRQChr11_72138583 A11 44176096 P11 38.0329501487377 0
petmap1 HanXRQChr11_72138769 A11 44175910 P11 38.0329501487377 0
petmap1 HanXRQChr11_75831672 A11 49461510 P11 37.1439968880958 0
petmap1 HanXRQChr11_71386143 A11 48051611 P11 37.1439968880958 0
petmap1 HanXRQChr11_6848998 A11 50008785 P11 37.1439968880958 0
petmap1 HanXRQChr11_6848941 A11 50008728 P11 37.1439968880958 0
petmap1 HanXRQChr11_76962015 A11 50259799 P11 36.2589452201902 0
petmap1 HanXRQChr11_76962034 A11 50259818 P11 36.2589452201902 0
petmap1 HanXRQChr11_78351583 A11 52243439 P11 32.714039880118 0
petmap1 HanXRQChr11_89698347 A11 52740480 P11 32.714039880118 0
petmap1 HanXRQChr11_58981215 A11 33192008 P11 32.714039880118 0
petmap1 HanXRQChr11_58948570 A11 33249897 P11 31.072655971061 0
petmap1 HanXRQChr11_32875452 A11 26446932 P11 31.072655971061 0
petmap1 HanXRQChr11_78970189 A11 51096239 P11 30.539984183449 0
petmap1 HanXRQChr11_78970070 A11 51096358 P11 29.4996753577361 0
petmap1 HanXRQChr11_78970131 A11 51096297 P11 29.4996753577361 0
