map marker HA412_chr HA412_pos other_map_chr other_map_pos haploblock
petmap1 HanXRQChr09_129655222 A09 124612658 P09 59.6590427693141 1
petmap1 HanXRQChr09_129286274 A09 124250293 P09 59.6590427693141 1
petmap1 HanXRQChr09_129076472 A09 124022479 P09 59.6590427693141 1
petmap1 HanXRQChr09_129076585 A09 124022366 P09 59.6590427693141 1
petmap1 HanXRQChr09_129375795 A09 124340317 P09 57.8898507495267 1
petmap1 HanXRQChr09_129375761 A09 124340283 P09 56.1212172544448 1
petmap1 HanXRQChr09_128783368 A09 123722472 P09 56.1212172544448 1
petmap1 HanXRQChr09_131222078 A09 125151378 P09 55.2359565555975 1
petmap1 HanXRQChr09_131962289 A09 126238535 P09 55.2359565555975 1
petmap1 HanXRQChr09_131257666 A09 125191617 P09 55.2359565555975 1
petmap1 HanXRQChr09_133186032 A09 126579047 P09 54.3475223624489 1
petmap1 HanXRQChr09_133667698 A09 127059784 P09 54.3475223624489 1
petmap1 HanXRQChr09_133667681 A09 127059767 P09 54.3475223624489 1
petmap1 HanXRQChr09_133186059 A09 126579074 P09 54.3475223624489 1
petmap1 HanXRQChr09_133667448 A09 127059534 P09 54.3475223624489 1
petmap1 HanXRQChr09_135096798 A09 128083888 P09 53.4590881693004 1
petmap1 HanXRQChr09_135094558 A09 128081648 P09 53.4590881693004 1
petmap1 HanXRQChr09_135140734 A09 128128203 P09 53.4590881693004 1
petmap1 HanXRQChr09_136810233 A09 129192601 P09 51.8926333553419 0
petmap1 HanXRQChr09_136800512 A09 129183061 P09 51.8926333553419 0
petmap1 HanXRQChr09_136022458 A09 129070547 P09 51.8926333553419 0
petmap1 HanXRQChr09_138208691 A09 130077349 P09 47.0222944315162 0
petmap1 HanXRQChr09_138208686 A09 130077354 P09 47.0222944315162 0
petmap1 HanXRQChr09_138208958 A09 130077082 P09 43.249079032776 0
petmap1 HanXRQChr09_145014431 A09 135527656 P09 42.3640308565031 0
petmap1 HanXRQChr09_145084716 A09 135598168 P09 42.3640308565031 0
petmap1 HanXRQChr04_130562178 A09 135318338 P09 42.3640308565031 0
petmap1 HanXRQChr09_145014375 A09 135527600 P09 42.3640308565031 0
petmap1 HanXRQChr09_145300843 A09 135770518 P09 40.9439350554088 0
petmap1 HanXRQChr09_145300860 A09 135770535 P09 40.9439350554088 0
petmap1 HanXRQChr09_145300529 A09 135770204 P09 40.9439350554088 0
petmap1 HanXRQChr04_130562250 A09 135318410 P09 40.9439350554088 0
petmap1 HanXRQChr09_146125956 A09 136688701 P09 40.9439350554088 0
petmap1 HanXRQChr09_146125980 A09 136688725 P09 38.0445175837404 0
petmap1 HanXRQChr09_145004883 A09 135518108 P09 38.0445175837404 0
petmap1 HanXRQChr09_124010556 A09 121666650 P09 35.3825558843885 0
petmap1 HanXRQChr09_124010412 A09 121666506 P09 34.5215854194611 0
petmap1 HanXRQChr09_124010427 A09 121666521 P09 34.5215854194611 0
petmap1 HanXRQChr09_127243463 A09 122288911 P09 34.5215854194611 0
petmap1 HanXRQChr09_126823014 A09 121840505 P09 34.5215854194611 0
petmap1 HanXRQChr09_126823136 A09 121840627 P09 34.5215854194611 0
petmap1 HanXRQChr09_123916016 A09 121569535 P09 34.5215854194611 0
petmap1 HanXRQChr09_149523629 A09 137984360 P09 34.5215854194611 0
petmap1 HanXRQChr09_123256826 A09 120906352 P09 34.5215854194611 0
petmap1 HanXRQChr09_123399614 A09 121049196 P09 34.5215854194611 0
petmap1 HanXRQChr04_20975493 A09 117139415 P09 31.7540169487373 0
petmap1 HanXRQChr12_138527016 A09 116629007 P09 31.7540169487373 0
petmap1 HanXRQChr09_113172452 A09 116670428 P09 31.7540169487373 0
petmap1 HanXRQChr09_115909114 A09 114380572 P09 29.0028089798031 0
petmap1 HanXRQChr09_115909078 A09 114380536 P09 28.1177608035302 0
petmap1 HanXRQChr09_112096104 A09 112505547 P09 27.2327126272573 0
petmap1 HanXRQChr09_112490065 A09 113625629 P09 27.2327126272573 0
petmap1 HanXRQChr09_112096155 A09 112505598 P09 27.2327126272573 0
petmap1 HanXRQChr09_64878538 A09 105307150 P09 24.579862203597 0
petmap1 HanXRQChr09_109785557 A09 107308039 P09 22.637408707339 0
petmap1 HanXRQChr09_109785786 A09 107307810 P09 22.637408707339 0
petmap1 HanXRQChr09_64911856 A09 105273808 P09 21.563633930221 1
petmap1 HanXRQChr09_64911907 A09 105273757 P09 21.563633930221 1
petmap1 HanXRQChr09_109541091 A09 107556942 P09 20.65698687333 0
petmap1 HanXRQChr09_109541149 A09 107556884 P09 20.65698687333 0
petmap1 HanXRQChr09_71814769 A09 101404164 P09 18.886335559114 1
petmap1 HanXRQChr09_71814798 A09 101404193 P09 18.001287382841 1
petmap1 HanXRQChr09_71814827 A09 101404222 P09 18.001287382841 1
petmap1 HanXRQChr09_60907388 A09 101094084 P09 16.195651042979 1
petmap1 HanXRQChr09_129268358 A09 124232291 P09 59.6590427693141 1
petmap1 HanXRQChr09_133004795 A09 126388952 P09 55.2359565555975 1
petmap1 HanXRQChr09_133667693 A09 127059779 P09 54.3475223624489 1
petmap1 HanXRQChr09_133186254 A09 126579269 P09 54.3475223624489 1
petmap1 HanXRQChr09_136022301 A09 129070704 P09 51.8926333553419 0
petmap1 HanXRQChr09_133667427 A09 127059513 P09 53.4590881693004 1
petmap1 HanXRQChr09_136956826 A09 131405295 P09 43.249079032776 0
petmap1 HanXRQChr09_145014428 A09 135527653 P09 42.3640308565031 0
petmap1 HanXRQChr09_124010423 A09 121666517 P09 34.5215854194611 0
petmap1 HanXRQChr09_112096182 A09 112505625 P09 27.2327126272573 0
petmap1 HanXRQChr09_64801476 A09 105384519 P09 20.65698687333 0
petmap1 HanXRQChr04_20975823 A09 117139745 P09 31.7540169487373 0
petmap1 HanXRQChr04_130562255 A09 135318415 P09 40.9439350554088 0
petmap1 HanXRQChr04_130562258 A09 135318418 P09 40.9439350554088 0
petmap1 HanXRQChr04_130562262 A09 135318422 P09 40.9439350554088 0
petmap1 HanXRQChr09_124010463 A09 121666557 P09 34.5215854194611 0
petmap1 HanXRQChr09_126823074 A09 121840565 P09 34.5215854194611 0
petmap1 HanXRQChr09_127239977 A09 122285425 P09 34.5215854194611 0
petmap1 HanXRQChr09_127243574 A09 122289022 P09 34.5215854194611 0
petmap1 HanXRQChr09_149012582 A09 138556085 P09 34.5215854194611 0
petmap1 HanXRQChr09_149012603 A09 138556064 P09 34.5215854194611 0
petmap1 HanXRQChr09_149012653 A09 138556014 P09 34.5215854194611 0
petmap1 HanXRQChr09_149366845 A09 138138170 P09 34.5215854194611 0
petmap1 HanXRQChr09_149523371 A09 137984492 P09 34.5215854194611 0
petmap1 HanXRQChr09_149661955 A09 137412237 P09 34.5215854194611 0
petmap1 HanXRQChr09_64801278 A09 105384717 P09 20.65698687333 0
petmap1 HanXRQChr09_72076237 A09 101660733 P09 20.65698687333 1
petmap1 HanXRQChr09_72076239 A09 101660735 P09 20.65698687333 1
petmap1 HanXRQChr09_64878524 A09 105307164 P09 20.65698687333 0
petmap1 HanXRQChr09_107387734 A09 110876422 P09 20.65698687333 0
petmap1 HanXRQChr09_107387779 A09 110876377 P09 20.65698687333 0
petmap1 HanXRQChr09_109541108 A09 107556925 P09 20.65698687333 0
petmap1 HanXRQChr09_72076256 A09 101660752 P09 20.65698687333 1
petmap1 HanXRQChr09_72076259 A09 101660755 P09 20.65698687333 1
petmap1 HanXRQChr09_72076261 A09 101660757 P09 20.65698687333 1
petmap1 HanXRQChr09_64878539 A09 105307149 P09 24.579862203597 0
petmap1 HanXRQChr09_64911922 A09 105273742 P09 21.563633930221 1
petmap1 HanXRQChr09_71814822 A09 101404217 P09 18.001287382841 1
petmap1 HanXRQChr09_71814837 A09 101404232 P09 18.001287382841 1
petmap1 HanXRQChr09_109785558 A09 107308038 P09 22.637408707339 0
petmap1 HanXRQChr09_109785617 A09 107307979 P09 22.637408707339 0
petmap1 HanXRQChr09_112096190 A09 112505633 P09 27.2327126272573 0
petmap1 HanXRQChr09_112096229 A09 112505672 P09 27.2327126272573 0
petmap1 HanXRQChr09_112096244 A09 112505687 P09 27.2327126272573 0
petmap1 HanXRQChr09_112490212 A09 113625776 P09 27.2327126272573 0
petmap1 HanXRQChr09_112096193 A09 112505636 P09 27.2327126272573 0
petmap1 HanXRQChr09_112096214 A09 112505657 P09 27.2327126272573 0
petmap1 HanXRQChr09_112490194 A09 113625758 P09 27.2327126272573 0
petmap1 HanXRQChr09_113172315 A09 116670565 P09 31.7540169487373 0
petmap1 HanXRQChr09_123256526 A09 120906052 P09 34.5215854194611 0
petmap1 HanXRQChr09_123256590 A09 120906116 P09 34.5215854194611 0
petmap1 HanXRQChr09_123256777 A09 120906303 P09 34.5215854194611 0
petmap1 HanXRQChr09_123256811 A09 120906337 P09 34.5215854194611 0
petmap1 HanXRQChr09_123256821 A09 120906347 P09 34.5215854194611 0
petmap1 HanXRQChr09_123256838 A09 120906364 P09 34.5215854194611 0
petmap1 HanXRQChr09_123256848 A09 120906374 P09 34.5215854194611 0
petmap1 HanXRQChr09_123256849 A09 120906375 P09 34.5215854194611 0
petmap1 HanXRQChr09_123399641 A09 121049223 P09 34.5215854194611 0
petmap1 HanXRQChr09_123919897 A09 121573416 P09 34.5215854194611 0
petmap1 HanXRQChr09_126823149 A09 121840640 P09 34.5215854194611 0
petmap1 HanXRQChr09_127239903 A09 122285351 P09 34.5215854194611 0
petmap1 HanXRQChr09_127243431 A09 122288879 P09 34.5215854194611 0
petmap1 HanXRQChr09_149012576 A09 138556091 P09 34.5215854194611 0
petmap1 HanXRQChr09_149523651 A09 137984338 P09 34.5215854194611 0
petmap1 HanXRQChr09_149589253 A09 137358436 P09 34.5215854194611 0
petmap1 HanXRQChr09_149589412 A09 137359206 P09 34.5215854194611 0
petmap1 HanXRQChr09_149589423 A09 137359217 P09 34.5215854194611 0
petmap1 HanXRQChr09_149589427 A09 137359221 P09 34.5215854194611 0
petmap1 HanXRQChr09_149661963 A09 137412245 P09 34.5215854194611 0
petmap1 HanXRQChr09_203648061 A09 119094243 P09 34.5215854194611 0
petmap1 HanXRQChr11_10661129 A09 139465312 P09 34.5215854194611 0
petmap1 HanXRQChr09_123919908 A09 121573427 P09 34.5215854194611 0
petmap1 HanXRQChr09_124010571 A09 121666665 P09 34.5215854194611 0
petmap1 HanXRQChr11_10651224 A09 139475221 P09 34.5215854194611 0
petmap1 HanXRQChr11_10651235 A09 139475210 P09 34.5215854194611 0
petmap1 HanXRQChr11_10658407 A09 139468034 P09 34.5215854194611 0
petmap1 HanXRQChr09_124010436 A09 121666530 P09 34.5215854194611 0
petmap1 HanXRQChr09_124010442 A09 121666536 P09 34.5215854194611 0
petmap1 HanXRQChr09_128738228 A09 123780925 P09 56.1212172544448 1
petmap1 HanXRQChr09_128962391 A09 123534259 P09 56.1212172544448 1
petmap1 HanXRQChr09_129274172 A09 124238104 P09 56.1212172544448 1
petmap1 HanXRQChr09_129274210 A09 124238142 P09 56.1212172544448 1
petmap1 HanXRQChr09_129367968 A09 124332348 P09 56.1212172544448 1
petmap1 HanXRQChr09_129368023 A09 124332403 P09 56.1212172544448 1
petmap1 HanXRQChr09_129368041 A09 124332421 P09 56.1212172544448 1
petmap1 HanXRQChr09_128960250 A09 123536400 P09 59.6590427693141 1
petmap1 HanXRQChr09_128960265 A09 123536385 P09 59.6590427693141 1
petmap1 HanXRQChr09_128962172 A09 123534478 P09 59.6590427693141 1
petmap1 HanXRQChr09_128962190 A09 123534460 P09 59.6590427693141 1
petmap1 HanXRQChr09_128962219 A09 123534431 P09 59.6590427693141 1
petmap1 HanXRQChr09_128962452 A09 123534198 P09 59.6590427693141 1
petmap1 HanXRQChr09_129268416 A09 124232349 P09 59.6590427693141 1
petmap1 HanXRQChr09_129268559 A09 124232492 P09 59.6590427693141 1
petmap1 HanXRQChr09_129287100 A09 124251119 P09 59.6590427693141 1
petmap1 HanXRQChr09_129287106 A09 124251125 P09 59.6590427693141 1
petmap1 HanXRQChr09_129287111 A09 124251130 P09 59.6590427693141 1
petmap1 HanXRQChr09_129287124 A09 124251143 P09 59.6590427693141 1
petmap1 HanXRQChr09_129366648 A09 124331028 P09 59.6590427693141 1
petmap1 HanXRQChr09_129508198 A09 124465498 P09 59.6590427693141 1
petmap1 HanXRQChr09_129644856 A09 124602184 P09 59.6590427693141 1
petmap1 HanXRQChr09_129655247 A09 124612683 P09 59.6590427693141 1
petmap1 HanXRQChr09_129655277 A09 124612713 P09 59.6590427693141 1
petmap1 HanXRQChr09_129655280 A09 124612716 P09 59.6590427693141 1
petmap1 HanXRQChr09_129655289 A09 124612725 P09 59.6590427693141 1
petmap1 HanXRQChr09_129655290 A09 124612726 P09 59.6590427693141 1
petmap1 HanXRQChr09_129655424 A09 124612860 P09 59.6590427693141 1
petmap1 HanXRQChr09_129076447 A09 124022504 P09 59.6590427693141 1
petmap1 HanXRQChr09_128962214 A09 123534436 P09 59.6590427693141 1
petmap1 HanXRQChr09_128962456 A09 123534194 P09 59.6590427693141 1
petmap1 HanXRQChr09_129074043 A09 124024908 P09 59.6590427693141 1
petmap1 HanXRQChr09_129285972 A09 124249991 P09 59.6590427693141 1
petmap1 HanXRQChr09_129287247 A09 124251266 P09 59.6590427693141 1
petmap1 HanXRQChr09_129508166 A09 124465466 P09 59.6590427693141 1
petmap1 HanXRQChr09_129644649 A09 124601977 P09 59.6590427693141 1
petmap1 HanXRQChr09_129375501 A09 124340023 P09 59.6590427693141 1
petmap1 HanXRQChr09_129076488 A09 124022463 P09 59.6590427693141 1
petmap1 HanXRQChr09_129076606 A09 124022345 P09 59.6590427693141 1
petmap1 HanXRQChr09_131257578 A09 125191529 P09 55.2359565555975 1
petmap1 HanXRQChr09_131257634 A09 125191585 P09 55.2359565555975 1
petmap1 HanXRQChr09_132277052 A09 125919977 P09 55.2359565555975 1
petmap1 HanXRQChr09_133004971 A09 126389128 P09 55.2359565555975 1
petmap1 HanXRQChr09_133004995 A09 126389152 P09 55.2359565555975 1
petmap1 HanXRQChr09_131962370 A09 126238454 P09 55.2359565555975 1
petmap1 HanXRQChr09_132277031 A09 125919998 P09 55.2359565555975 1
petmap1 HanXRQChr09_132533878 A09 125648057 P09 55.2359565555975 1
petmap1 HanXRQChr09_133186066 A09 126579081 P09 54.3475223624489 1
petmap1 HanXRQChr09_133186173 A09 126579188 P09 54.3475223624489 1
petmap1 HanXRQChr09_133667607 A09 127059693 P09 54.3475223624489 1
petmap1 HanXRQChr09_133667749 A09 127059835 P09 54.3475223624489 1
petmap1 HanXRQChr09_133739983 A09 127132089 P09 54.3475223624489 1
petmap1 HanXRQChr09_133739987 A09 127132093 P09 54.3475223624489 1
petmap1 HanXRQChr09_135533641 A09 128671876 P09 54.3475223624489 1
petmap1 HanXRQChr09_135533642 A09 128671875 P09 54.3475223624489 1
petmap1 HanXRQChr09_135533661 A09 128671856 P09 54.3475223624489 1
petmap1 HanXRQChr09_135533662 A09 128671855 P09 54.3475223624489 1
petmap1 HanXRQChr09_133667544 A09 127059630 P09 54.3475223624489 1
petmap1 HanXRQChr09_133667679 A09 127059765 P09 53.4590881693004 1
petmap1 HanXRQChr09_133792211 A09 127188124 P09 53.4590881693004 1
petmap1 HanXRQChr09_134817714 A09 127580414 P09 53.4590881693004 1
petmap1 HanXRQChr09_134818538 A09 127581238 P09 53.4590881693004 1
petmap1 HanXRQChr09_134900868 A09 127663371 P09 53.4590881693004 1
petmap1 HanXRQChr09_134900888 A09 127663391 P09 53.4590881693004 1
petmap1 HanXRQChr09_134900924 A09 127663427 P09 53.4590881693004 1
petmap1 HanXRQChr09_134900949 A09 127663452 P09 53.4590881693004 1
petmap1 HanXRQChr09_135096767 A09 128083857 P09 53.4590881693004 1
petmap1 HanXRQChr09_135096805 A09 128083895 P09 53.4590881693004 1
petmap1 HanXRQChr09_135097027 A09 128084117 P09 53.4590881693004 1
petmap1 HanXRQChr09_135140759 A09 128128228 P09 53.4590881693004 1
petmap1 HanXRQChr09_135654992 A09 128535915 P09 53.4590881693004 1
petmap1 HanXRQChr09_135655078 A09 128535829 P09 53.4590881693004 1
petmap1 HanXRQChr09_134816989 A09 127579390 P09 53.4590881693004 1
petmap1 HanXRQChr09_134816991 A09 127579392 P09 53.4590881693004 1
petmap1 HanXRQChr09_135096810 A09 128083900 P09 53.4590881693004 1
petmap1 HanXRQChr09_133740298 A09 127132404 P09 54.3475223624489 1
petmap1 HanXRQChr09_133792188 A09 127188101 P09 54.3475223624489 1
petmap1 HanXRQChr09_133792194 A09 127188107 P09 54.3475223624489 1
petmap1 HanXRQChr09_133792196 A09 127188109 P09 54.3475223624489 1
petmap1 HanXRQChr09_133792204 A09 127188117 P09 54.3475223624489 1
petmap1 HanXRQChr09_133792561 A09 127188474 P09 54.3475223624489 1
petmap1 HanXRQChr09_133792346 A09 127188259 P09 54.3475223624489 1
petmap1 HanXRQChr09_134816988 A09 127579389 P09 54.3475223624489 1
petmap1 HanXRQChr09_134817669 A09 127580369 P09 53.4590881693004 1
petmap1 HanXRQChr09_134817671 A09 127580371 P09 53.4590881693004 1
petmap1 HanXRQChr09_135094617 A09 128081707 P09 53.4590881693004 1
petmap1 HanXRQChr09_135140745 A09 128128214 P09 53.4590881693004 1
petmap1 HanXRQChr09_135094579 A09 128081669 P09 53.4590881693004 1
petmap1 HanXRQChr09_135096800 A09 128083890 P09 53.4590881693004 1
petmap1 HanXRQChr09_135096831 A09 128083921 P09 53.4590881693004 1
petmap1 HanXRQChr09_136022317 A09 129070688 P09 51.8926333553419 0
petmap1 HanXRQChr09_136022323 A09 129070682 P09 51.8926333553419 0
petmap1 HanXRQChr09_136810229 A09 129192597 P09 51.8926333553419 0
petmap1 HanXRQChr09_136800513 A09 129183062 P09 51.8926333553419 0
petmap1 HanXRQChr09_136800533 A09 129183082 P09 51.8926333553419 0
petmap1 HanXRQChr09_136800546 A09 129183095 P09 51.8926333553419 0
petmap1 HanXRQChr09_136810112 A09 129192480 P09 51.8926333553419 0
petmap1 HanXRQChr09_137284780 A09 131035248 P09 43.249079032776 0
petmap1 HanXRQChr09_137285036 A09 131034992 P09 43.249079032776 0
petmap1 HanXRQChr09_137285038 A09 131034990 P09 43.249079032776 0
petmap1 HanXRQChr09_137294106 A09 131025922 P09 43.249079032776 0
petmap1 HanXRQChr09_143966356 A09 133996214 P09 42.3640308565031 0
petmap1 HanXRQChr09_143966365 A09 133996223 P09 42.3640308565031 0
petmap1 HanXRQChr09_145007285 A09 135520510 P09 42.3640308565031 0
petmap1 HanXRQChr09_145084768 A09 135598220 P09 42.3640308565031 0
petmap1 HanXRQChr09_145239861 A09 135753236 P09 42.3640308565031 0
petmap1 HanXRQChr09_145004895 A09 135518120 P09 38.0445175837404 0
petmap1 HanXRQChr09_145084876 A09 135598328 P09 42.3640308565031 0
petmap1 HanXRQChr09_145300815 A09 135770490 P09 40.9439350554088 0
petmap1 HanXRQChr09_145300826 A09 135770501 P09 40.9439350554088 0
petmap1 HanXRQChr09_146125953 A09 136688698 P09 38.0445175837404 0
petmap1 HanXRQChr09_146125958 A09 136688703 P09 38.0445175837404 0
petmap1 HanXRQChr12_138527085 A09 116628938 P09 31.7540169487373 0
petmap1 HanXRQChr09_133667677 A09 127059763 P09 54.3475223624489 1
petmap2 HanXRQChr09_161998227 A09 149863750 N09 136.693318668026 1
petmap2 HanXRQChr09_159641742 A09 148575567 N09 127.349132124974 1
petmap2 HanXRQChr09_161998226 A09 149863751 N09 127.349132124974 1
petmap2 HanXRQChr09_159641872 A09 148575437 N09 123.205873444701 1
petmap2 HanXRQChr09_159641754 A09 148575555 N09 123.205873444701 1
petmap2 HanXRQChr09_159997578 A09 148152365 N09 119.170267176753 1
petmap2 HanXRQChr09_159880700 A09 148274311 N09 119.170267176753 1
petmap2 HanXRQChr11_45207252 A09 146946920 N09 119.170267176753 1
petmap2 HanXRQChr14_89650702 A09 146439704 N09 119.170267176753 1
petmap2 HanXRQChr14_89650705 A09 146439707 N09 117.912731306821 1
