map marker HA412_chr HA412_pos other_map_chr other_map_pos haploblock
petmap1 HanXRQChr01_88617365 A01 94615820 P01 0 0
petmap1 HanXRQChr01_89451656 A01 94122804 P01 0.8850481762729 0
petmap1 HanXRQChr01_89451556 A01 94122904 P01 0.8850481762729 0
petmap1 HanXRQChr01_88382991 A01 94881677 P01 1.7700963525458 0
petmap1 HanXRQChr01_88221516 A01 95051437 P01 2.6551445288187 0
petmap1 HanXRQChr01_88383011 A01 94881657 P01 2.6551445288187 0
petmap1 HanXRQChr01_90416248 A01 97244854 P01 7.0845668058161 0
petmap1 HanXRQChr01_90416213 A01 97244889 P01 7.0845668058161 0
petmap1 HanXRQChr01_97555502 A01 97957419 P01 7.97107164865086 0
petmap1 HanXRQChr01_97555484 A01 97957401 P01 7.97107164865086 0
petmap1 HanXRQChr01_51374375 A01 12845727 P01 9.02739915168764 1
petmap1 HanXRQChr01_7777109 A01 5287028 P01 10.3005886050966 0
petmap1 HanXRQChr01_12236027 A01 5557217 P01 10.3005886050966 0
petmap1 HanXRQChr01_12286859 A01 5613447 P01 10.3005886050966 0
petmap1 HanXRQChr01_7777034 A01 5286953 P01 10.3005886050966 0
petmap1 HanXRQChr01_12669188 A01 6067425 P01 10.3005886050966 0
petmap1 HanXRQChr01_9346632 A01 6831746 P01 13.6896040695839 0
petmap1 HanXRQChr01_13551648 A01 7799176 P01 13.6896040695839 0
petmap1 HanXRQChr01_9346740 A01 6831854 P01 15.1129363297546 0
petmap1 HanXRQChr08_17094946 A01 8569326 P01 17.0862926546041 0
petmap1 HanXRQChr15_143056353 A01 8151267 P01 17.0862926546041 0
petmap1 HanXRQChr15_143056052 A01 8150968 P01 17.0862926546041 0
petmap1 HanXRQChr01_44275225 A01 8800629 P01 18.1302144951463 0
petmap1 HanXRQChr08_17094979 A01 8569293 P01 18.1302144951463 0
petmap1 HanXRQChr01_38704806 A01 9258843 P01 20.0506266359765 0
petmap1 HanXRQChr01_3555150 A01 2639558 P01 21.8259932209439 0
petmap1 HanXRQChr01_3036420 A01 2401977 P01 21.8259932209439 0
petmap1 HanXRQChr01_3038440 A01 2404196 P01 21.8259932209439 0
petmap1 HanXRQChr01_3038536 A01 2404292 P01 21.8259932209439 0
petmap1 HanXRQChr01_1712103 A01 1736997 P01 22.7157522274116 0
petmap1 HanXRQChr01_1712419 A01 1736681 P01 22.7157522274116 0
petmap1 HanXRQChr01_1712372 A01 1736728 P01 22.7157522274116 0
petmap1 HanXRQChr01_2862094 A01 2239622 P01 22.7157522274116 0
petmap1 HanXRQChr01_2140988 A01 1281734 P01 22.7157522274116 0
petmap1 HanXRQChr01_71117929 A01 75948606 P01 26.2613979122579 1
petmap1 HanXRQChr01_75091324 A01 78549105 P01 28.0779085803369 1
petmap1 HanXRQChr01_74524037 A01 79131732 P01 29.0087722549828 1
petmap1 HanXRQChr01_76145847 A01 80396921 P01 31.6941622094014 1
petmap1 HanXRQChr01_76360659 A01 80632944 P01 31.6941622094014 1
